aggregation_level,instrument_name,valuation_state,valuation_timestamp_utc,quantity,contract_multiplier,unit_delta,unit_gamma,unit_vega_decimal,unit_vega_1vol,unit_theta_year,unit_theta_day,unit_vanna,unit_volga,position_delta,position_gamma,position_vega_decimal,position_vega_1vol,position_theta_year,position_theta_day,position_vanna,position_volga
INSTRUMENT,BTC-30OCT26-78000-C,t1,2026-08-09T17:23:35.969048Z,1.25,1.0,0.25603325266251803,3.331836894745208e-05,10642.575210890289,106.42575210890288,-7610.765397134381,-20.85141204694351,0.8746172257601916,18964.792257208337,0.3200415658281475,4.16479611843151e-05,13303.219013612861,133.0321901361286,-9513.456746417976,-26.064265058679386,1.0932715322002395,23705.99032151042
INSTRUMENT,BTC-30OCT26-78000-P,t0,2026-08-08T17:23:35.969048Z,-1.0,1.0,-0.8237441569956896,2.3439624957560556e-05,8015.321156115014,80.15321156115014,-3647.730169829872,-9.99378128720513,0.7977469543015246,22957.952302017373,0.8237441569956896,-2.3439624957560556e-05,-8015.321156115014,-80.15321156115014,3647.730169829872,9.99378128720513,-0.7977469543015246,-22957.952302017373
INSTRUMENT,BTC-30OCT26-78000-P,t1,2026-08-09T17:23:35.969048Z,0.0,1.0,-0.743966747337482,3.331836894745208e-05,10642.575210890289,106.42575210890288,-4518.54442990972,-12.379573780574574,0.8746172257601916,18964.792257208337,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
INSTRUMENT,ETH-14AUG26-1920-C,t0,2026-08-08T17:23:35.969048Z,-48.0,1.0,0.5222069278422244,0.00459883767507439,94.88577448894299,0.9488577448894299,-1161.3209019403098,-3.181701101206328,-0.011635825859191163,0.15437062753627226,-25.06593253642677,-0.22074420840357073,-4554.517175469264,-45.54517175469263,55743.40329313487,152.72165285790373,0.5585196412411758,-7.409790121741068
INSTRUMENT,ETH-14AUG26-1920-C,t1,2026-08-09T17:23:35.969048Z,-40.0,1.0,0.0897338630690331,0.0018721050503896282,32.71437278923674,0.3271437278923674,-561.6656226316223,-1.5388099250181435,0.5256000511870955,142.45231463170393,-3.5893545227613237,-0.07488420201558513,-1308.5749115694696,-13.085749115694696,22466.624905264893,61.55239700072574,-21.02400204748382,-5698.092585268158
INSTRUMENT,ETH-14AUG26-1920-P,t0,2026-08-08T17:23:35.969048Z,40.0,1.0,-0.47779307215777556,0.00459883767507439,94.88577448894299,0.9488577448894299,-1084.5680919690244,-2.9714194300521215,-0.011635825859191163,0.15437062753627226,-19.11172288631102,0.1839535070029756,3795.430979557719,37.954309795577196,-43382.72367876097,-118.85677720208486,-0.46543303436764655,6.174825101450891
INSTRUMENT,ETH-14AUG26-1920-P,t1,2026-08-09T17:23:35.969048Z,24.0,1.0,-0.9102661369309669,0.0018721050503896282,32.71437278923674,0.3271437278923674,-484.9044009325827,-1.328505208034473,0.5256000511870955,142.45231463170393,-21.846387286343205,0.04493052120935108,785.1449469416818,7.851449469416817,-11637.705622381985,-31.884124992827353,12.614401228490292,3418.8555511608943
INSTRUMENT,ETH-25SEP26-1700-C,t0,2026-08-08T17:23:35.969048Z,32.0,1.0,0.7865613075166722,0.0008337756541280234,201.9313691538392,2.0193136915383922,-438.58810419368945,-1.2016112443662725,-0.3546978665694738,195.59489595804496,25.16996184053351,0.026680820932096748,6461.803812922854,64.61803812922855,-14034.819334198062,-38.45155981972072,-11.35033173022316,6259.036670657439
INSTRUMENT,ETH-25SEP26-1700-C,t1,2026-08-09T17:23:35.969048Z,42.0,1.0,0.6563438280129721,0.0010244138636310682,236.21722178943645,2.3621722178943645,-556.6046382984857,-1.5249442145163992,-0.1332784358981894,34.44394239203707,27.566440776544827,0.04302538227250487,9921.12331515633,99.2112331515633,-23377.3948085364,-64.04765700968876,-5.597694307723955,1446.645580465557
INSTRUMENT,ETH-25SEP26-1700-P,t0,2026-08-08T17:23:35.969048Z,-36.0,1.0,-0.2134386924833278,0.0008337756541280234,201.9313691538392,2.0193136915383922,-370.94196226596836,-1.016279348673886,-0.3546978665694738,195.59489595804496,7.683792929399801,-0.030015923548608842,-7269.529289538211,-72.69529289538212,13353.910641574861,36.58605655225989,12.769123196501056,-7041.416254489619
INSTRUMENT,ETH-25SEP26-1700-P,t1,2026-08-09T17:23:35.969048Z,-36.0,1.0,-0.3436561719870279,0.0010244138636310682,236.21722178943645,2.3621722178943645,-488.95108268871513,-1.3395920073663428,-0.1332784358981894,34.44394239203707,12.371622191533005,-0.03687889909071845,-8503.819984419712,-85.03819984419712,17602.238976793746,48.225312265188336,4.7980236923348185,-1239.9819261133346
INSTRUMENT,ETH-25SEP26-2100-C,t0,2026-08-08T17:23:35.969048Z,-44.0,1.0,0.34334538084631433,0.0011200812095657473,255.2476608381956,2.552476608381956,-486.54612808761476,-1.3330030906509993,0.4463777725786349,124.95806193042802,-15.10719675723783,-0.049283573220892885,-11230.897076880607,-112.30897076880606,21408.029635855048,58.65213598864397,-19.640621993459938,-5498.154724938833
INSTRUMENT,ETH-25SEP26-2100-C,t1,2026-08-09T17:23:35.969048Z,12.0,1.0,0.2300618313100291,0.0009295849670110978,194.9923000783092,1.949923000783092,-403.42089730935083,-1.1052627323543858,0.5493879659143251,260.5526285543106,2.7607419757203493,0.011155019604133174,2339.9076009397104,23.399076009397106,-4841.05076771221,-13.26315278825263,6.592655590971901,3126.6315426517276
INSTRUMENT,ETH-25SEP26-2100-P,t0,2026-08-08T17:23:35.969048Z,28.0,1.0,-0.6566546191536857,0.0011200812095657473,255.2476608381956,2.552476608381956,-402.9832468827828,-1.104063690089816,0.4463777725786349,124.95806193042802,-18.3863293363032,0.03136227386784093,7146.934503469477,71.46934503469477,-11283.530912717919,-30.913783322514846,12.498577632201778,3498.8257340519845
INSTRUMENT,ETH-25SEP26-2100-P,t1,2026-08-09T17:23:35.969048Z,28.0,1.0,-0.7699381686899709,0.0009295849670110978,194.9923000783092,1.949923000783092,-319.84885802669305,-0.8762982411690221,0.5493879659143251,260.5526285543106,-21.558268723319184,0.02602837907631074,5459.784402192658,54.597844021926576,-8955.768024747405,-24.53635075273262,15.382863045601104,7295.4735995206975
INSTRUMENT,ETH-30OCT26-1500-C,t0,2026-08-08T17:23:35.969048Z,24.0,1.0,0.8626998745723211,0.00042666138704553386,200.8019779979044,2.008019779979044,-297.08198372457923,-0.813923243081039,-0.3216612843049355,321.2785170110856,20.704796989735705,0.010239873289092812,4819.247471949706,48.192474719497056,-7129.967609389902,-19.53415783394494,-7.719870823318452,7710.6844082660555
INSTRUMENT,ETH-30OCT26-1500-C,t1,2026-08-09T17:23:35.969048Z,24.0,1.0,0.7860682232881995,0.0005530559932081737,247.5280453948117,2.475280453948117,-384.33217323336766,-1.05296485817361,-0.2347825312914108,158.15207058590426,18.865637358916786,0.013273343836996169,5940.673089475481,59.40673089475481,-9223.972157600823,-25.27115659616664,-5.634780750993859,3795.649694061702
INSTRUMENT,ETH-30OCT26-1500-P,t0,2026-08-08T17:23:35.969048Z,-30.0,1.0,-0.1373001254276789,0.00042666138704553386,200.8019779979044,2.008019779979044,-237.62271233493036,-0.6510211296847407,-0.3216612843049355,321.2785170110856,4.119003762830367,-0.012799841611366016,-6024.059339937132,-60.24059339937132,7128.681370047911,19.53063389054222,9.649838529148065,-9638.355510332569
INSTRUMENT,ETH-30OCT26-1500-P,t1,2026-08-09T17:23:35.969048Z,-16.0,1.0,-0.21393177671180053,0.0005530559932081737,247.5280453948117,2.475280453948117,-324.8663854021242,-0.8900448915126691,-0.2347825312914108,158.15207058590426,3.4229084273888084,-0.008848895891330779,-3960.448726316987,-39.60448726316987,5197.862166433987,14.240718264202705,3.756520500662573,-2530.433129374468
INSTRUMENT,ETH-30OCT26-2300-C,t0,2026-08-08T17:23:35.969048Z,0.0,1.0,0.27670254201892297,0.0007270889800517808,305.9751494509883,3.0597514945098827,-358.8236151320414,-0.9830783976220313,0.5531769969881684,299.72520385629883,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
INSTRUMENT,ETH-30OCT26-2300-C,t1,2026-08-09T17:23:35.969048Z,28.0,1.0,0.1983925526858185,0.0006320626152697034,236.70341892918654,2.3670341892918656,-287.1425487888498,-0.7866919144899994,0.58678135128441,422.4442465483432,5.554991475202918,0.017697753227551696,6627.6957300172235,66.27695730017224,-8039.991366087795,-22.027373605719983,16.42987783596348,11828.43890335361
INSTRUMENT,ETH-30OCT26-2300-P,t0,2026-08-08T17:23:35.969048Z,36.0,1.0,-0.723297457981077,0.0007270889800517808,305.9751494509883,3.0597514945098827,-267.6527323345798,-0.7332951570810405,0.5531769969881684,299.72520385629883,-26.03870848731877,0.02617520328186411,11015.105380235578,110.15105380235578,-9635.498364044874,-26.39862565491746,19.91437189157406,10790.107338826758
INSTRUMENT,ETH-30OCT26-2300-P,t1,2026-08-09T17:23:35.969048Z,-12.0,1.0,-0.8016074473141814,0.0006320626152697034,236.70341892918654,2.3670341892918656,-195.96167411427643,-0.5368812989432231,0.58678135128441,422.4442465483432,9.619289367770177,-0.0075847513832364415,-2840.4410271502384,-28.404410271502385,2351.540089371317,6.442575587318677,-7.04137621541292,-5069.330958580118
PORTFOLIO,__PORTFOLIO__,t0,2026-08-08T17:23:35.969048Z,,,,,,,,,,,-43.43227024584307,-0.034323419969135543,11010.665065543479,110.10665065543482,-14850.500338831898,-40.68630229816959,16.507815132475017,20450.358134940936
PORTFOLIO,__PORTFOLIO__,t1,2026-08-09T17:23:35.969048Z,,,,,,,,,,,35.007972306583454,0.028069759277140643,51747.0608172414,517.470608172414,-58565.79477802654,-160.45423226856585,21.274832291331904,80644.8731226082
