库存流水,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
2025-10-06 00:00:00,NY-KW-2508-008,深圳龙岗前置仓,0,22300,3703.8,101.2,18495,0,前置仓,门店补货,0
2025-10-07 00:00:00,NY-KW-2508-008,广州黄埔仓,18495,0,3686.4,86.6,14722,1,冷藏库,门店补货,0
2025-10-08 00:00:00,NY-KW-2508-008,广州黄埔仓,14722,0,5623.8,74.3,9023.900000000001,2,暂存区,批发出库,0
2025-10-09 00:00:00,NY-KW-2508-008,深圳龙岗前置仓,9023.900000000001,0,5498.1,85.2,3440.600000000001,3,冷藏库,仓间调拨,0
2025-10-10 00:00:00,NY-KW-2508-008,深圳龙岗前置仓,3440.600000000001,0,3411.1,29.5,0,4,冷藏库,仓间调拨,0
2025-10-11 00:00:00,NY-KW-2508-008,南宁江南分仓,0,0,0,0,0,5,冷藏库,电商发货,0
2025-10-12 00:00:00,NY-KW-2508-008,南宁江南分仓,0,0,0,0,0,6,冷藏库,仓间调拨,0
2025-10-13 00:00:00,NY-KW-2508-008,深圳龙岗前置仓,0,0,0,0,0,7,暂存区,未分配,1
2025-09-25 00:00:00,NY-KW-2508-009,深圳龙岗前置仓,0,22700,3532.4,36.4,19131.2,0,前置仓,未分配,0
2025-09-26 00:00:00,NY-KW-2508-009,南宁江南分仓,19131.2,0,3869.5,260.9,15000.8,1,冷藏库,电商发货,0
2025-09-27 00:00:00,NY-KW-2508-009,南宁江南分仓,15000.8,0,3677.1,133,11190.7,2,前置仓,门店补货,0
2025-09-28 00:00:00,NY-KW-2508-009,深圳龙岗前置仓,11190.7,0,5800.3,64.8,5325.599999999997,3,暂存区,电商发货,0
2025-09-29 00:00:00,NY-KW-2508-009,深圳龙岗前置仓,5325.599999999997,0,3826.6,33.2,1465.799999999997,4,冷藏库,批发出库,0
2025-09-30 00:00:00,NY-KW-2508-009,广州黄埔仓,1465.799999999997,0,1453.8,12,0,5,暂存区,电商发货,1
2025-10-19 00:00:00,NY-KW-2508-010,深圳龙岗前置仓,0,22700,2368.3,220.7,20111,0,前置仓,未分配,0
2025-10-20 00:00:00,NY-KW-2508-010,广州黄埔仓,20111,0,2723.8,207.4,17179.8,1,暂存区,电商发货,0
2025-10-21 00:00:00,NY-KW-2508-010,深圳龙岗前置仓,17179.8,0,3174.8,99.2,13905.8,2,暂存区,未分配,0
2025-10-22 00:00:00,NY-KW-2508-010,深圳龙岗前置仓,13905.8,0,5239.6,119,8547.199999999999,3,冷藏库,批发出库,0
2025-10-23 00:00:00,NY-KW-2508-010,南宁江南分仓,8547.199999999999,0,5827.1,44,2676.099999999999,4,冷藏库,未分配,0
2025-10-24 00:00:00,NY-KW-2508-010,深圳龙岗前置仓,2676.099999999999,0,2648.5,27.6,0,5,暂存区,仓间调拨,0
2025-10-25 00:00:00,NY-KW-2508-010,广州黄埔仓,0,0,0,0,0,6,暂存区,电商发货,0
2025-10-26 00:00:00,NY-KW-2508-010,深圳龙岗前置仓,0,0,0,0,0,7,冷藏库,门店补货,0
2025-10-27 00:00:00,NY-KW-2508-010,广州黄埔仓,0,0,0,0,0,8,暂存区,门店补货,1
2025-09-24 00:00:00,NY-KW-2508-011,南宁江南分仓,0,21300,5388.9,26.9,15884.2,0,前置仓,未分配,0
2025-09-25 00:00:00,NY-KW-2508-011,广州黄埔仓,15884.2,0,2313.6,101.3,13469.3,1,冷藏库,仓间调拨,0
2025-09-26 00:00:00,NY-KW-2508-011,南宁江南分仓,13469.3,0,3643.9,17.7,9807.7,2,冷藏库,未分配,0
2025-09-27 00:00:00,NY-KW-2508-011,南宁江南分仓,9807.7,0,5073.3,131.9,4602.500000000001,3,冷藏库,未分配,0
2025-09-28 00:00:00,NY-KW-2508-011,南宁江南分仓,4602.500000000001,0,4588.7,13.8,0,4,前置仓,未分配,0
2025-09-29 00:00:00,NY-KW-2508-011,深圳龙岗前置仓,0,0,0,0,0,5,前置仓,批发出库,0
2025-09-30 00:00:00,NY-KW-2508-011,南宁江南分仓,0,0,0,0,0,6,暂存区,仓间调拨,1
2025-09-18 00:00:00,NY-KW-2508-012,广州黄埔仓,0,21300,4189.4,177.2,16933.4,0,冷藏库,未分配,0
2025-09-19 00:00:00,NY-KW-2508-012,广州黄埔仓,16933.4,0,3408.9,195.5,13329,1,前置仓,门店补货,0
2025-09-20 00:00:00,NY-KW-2508-012,南宁江南分仓,13329,0,3605.4,112.9,9610.699999999999,2,前置仓,未分配,0
2025-09-21 00:00:00,NY-KW-2508-012,南宁江南分仓,9610.699999999999,0,3636.6,17.9,5956.199999999999,3,暂存区,电商发货,0
2025-09-22 00:00:00,NY-KW-2508-012,广州黄埔仓,5956.199999999999,0,3694.2,9.6,2252.399999999999,4,暂存区,电商发货,0
2025-09-23 00:00:00,NY-KW-2508-012,南宁江南分仓,2252.399999999999,0,2239.2,13.2,0,5,冷藏库,未分配,0
2025-09-24 00:00:00,NY-KW-2508-012,南宁江南分仓,0,0,0,0,0,6,冷藏库,仓间调拨,0
2025-09-25 00:00:00,NY-KW-2508-012,广州黄埔仓,0,0,0,0,0,7,暂存区,门店补货,0
2025-09-26 00:00:00,NY-KW-2508-012,广州黄埔仓,0,0,0,0,0,8,前置仓,批发出库,1
2025-10-08 00:00:00,NY-KW-2508-013,南宁江南分仓,0,11400,1329.1,47,10023.9,0,暂存区,电商发货,0
2025-10-09 00:00:00,NY-KW-2508-013,深圳龙岗前置仓,10023.9,0,2911.8,131.1,6980.999999999999,1,前置仓,电商发货,0
2025-10-10 00:00:00,NY-KW-2508-013,深圳龙岗前置仓,6980.999999999999,0,1570.3,50.3,5360.399999999999,2,前置仓,批发出库,0
2025-10-11 00:00:00,NY-KW-2508-013,广州黄埔仓,5360.399999999999,0,2343,72.8,2944.599999999999,3,冷藏库,电商发货,0
2025-10-12 00:00:00,NY-KW-2508-013,深圳龙岗前置仓,2944.599999999999,0,2085.3,13.4,845.8999999999984,4,暂存区,未分配,0
2025-10-13 00:00:00,NY-KW-2508-013,深圳龙岗前置仓,845.8999999999984,0,834.9,11,0,5,冷藏库,仓间调拨,0
2025-10-14 00:00:00,NY-KW-2508-013,南宁江南分仓,0,0,0,0,0,6,前置仓,未分配,1
2025-10-03 00:00:00,NY-KW-2508-014,广州黄埔仓,0,17100,1863.6,41.6,15194.8,0,冷藏库,仓间调拨,0
2025-10-04 00:00:00,NY-KW-2508-014,南宁江南分仓,15194.8,0,3071.1,136.4,11987.3,1,暂存区,批发出库,0
2025-10-05 00:00:00,NY-KW-2508-014,南宁江南分仓,11987.3,0,2955.2,160.1,8871.999999999998,2,前置仓,批发出库,0
2025-10-06 00:00:00,NY-KW-2508-014,南宁江南分仓,8871.999999999998,0,3928.9,79.5,4863.599999999999,3,冷藏库,仓间调拨,0
2025-10-07 00:00:00,NY-KW-2508-014,广州黄埔仓,4863.599999999999,0,3245.3,40,1578.299999999998,4,冷藏库,门店补货,0
2025-10-08 00:00:00,NY-KW-2508-014,广州黄埔仓,1578.299999999998,0,1569.1,9.2,0,5,前置仓,门店补货,0
2025-10-09 00:00:00,NY-KW-2508-014,南宁江南分仓,0,0,0,0,0,6,暂存区,仓间调拨,0
2025-10-10 00:00:00,NY-KW-2508-014,南宁江南分仓,0,0,0,0,0,7,前置仓,批发出库,1
2025-10-18 00:00:00,NY-KW-2508-015,南宁江南分仓,0,18000,1975.8,114.3,15909.9,0,暂存区,电商发货,0
2025-10-19 00:00:00,NY-KW-2508-015,广州黄埔仓,15909.9,0,4475,158.2,11276.7,1,冷藏库,仓间调拨,0
2025-10-20 00:00:00,NY-KW-2508-015,南宁江南分仓,11276.7,0,4131.9,31.8,7113.000000000001,2,冷藏库,电商发货,0
2025-10-21 00:00:00,NY-KW-2508-015,南宁江南分仓,7113.000000000001,0,3787.4,94.4,3231.200000000001,3,前置仓,批发出库,0
2025-10-22 00:00:00,NY-KW-2508-015,深圳龙岗前置仓,3231.200000000001,0,2077.8,39.9,1113.5,4,暂存区,门店补货,0
2025-10-23 00:00:00,NY-KW-2508-015,深圳龙岗前置仓,1113.5,0,1098.6,14.9,0,5,前置仓,仓间调拨,0
2025-10-24 00:00:00,NY-KW-2508-015,南宁江南分仓,0,0,0,0,0,6,前置仓,门店补货,1
2025-10-12 00:00:00,NY-KW-2508-016,广州黄埔仓,0,18300,2633.7,232,15434.3,0,前置仓,仓间调拨,0
2025-10-13 00:00:00,NY-KW-2508-016,深圳龙岗前置仓,15434.3,0,2464.9,213.9,12755.5,1,冷藏库,批发出库,0
2025-10-14 00:00:00,NY-KW-2508-016,南宁江南分仓,12755.5,0,3145.9,169.5,9440.1,2,冷藏库,仓间调拨,0
2025-10-15 00:00:00,NY-KW-2508-016,深圳龙岗前置仓,9440.1,0,4539.4,68.8,4831.900000000001,3,前置仓,仓间调拨,0
2025-10-16 00:00:00,NY-KW-2508-016,广州黄埔仓,4831.900000000001,0,2564.7,35.7,2231.500000000001,4,前置仓,未分配,0
2025-10-17 00:00:00,NY-KW-2508-016,深圳龙岗前置仓,2231.500000000001,0,2211.5,20,0,5,前置仓,未分配,0
2025-10-18 00:00:00,NY-KW-2508-016,南宁江南分仓,0,0,0,0,0,6,前置仓,未分配,0
2025-10-19 00:00:00,NY-KW-2508-016,深圳龙岗前置仓,0,0,0,0,0,7,前置仓,未分配,1
2025-09-30 00:00:00,NY-KW-2508-017,深圳龙岗前置仓,0,21400,3227.3,216.1,17956.6,0,冷藏库,仓间调拨,0
2025-10-01 00:00:00,NY-KW-2508-017,南宁江南分仓,17956.6,0,5228.7,19.4,12708.5,1,冷藏库,电商发货,0
2025-10-02 00:00:00,NY-KW-2508-017,南宁江南分仓,12708.5,0,2145.6,166.1,10396.8,2,前置仓,门店补货,0
2025-10-03 00:00:00,NY-KW-2508-017,广州黄埔仓,10396.8,0,4619,135.6,5642.200000000001,3,前置仓,仓间调拨,0
2025-10-04 00:00:00,NY-KW-2508-017,深圳龙岗前置仓,5642.200000000001,0,5554.6,22.2,65.40000000000036,4,冷藏库,门店补货,1
2025-10-09 00:00:00,NY-KW-2508-018,南宁江南分仓,0,13800,1993.3,148.4,11658.3,0,暂存区,批发出库,0
2025-10-10 00:00:00,NY-KW-2508-018,深圳龙岗前置仓,11658.3,0,3099.6,66.6,8492.1,1,冷藏库,批发出库,0
2025-10-11 00:00:00,NY-KW-2508-018,南宁江南分仓,8492.1,0,1842.3,112.3,6537.5,2,暂存区,门店补货,0
2025-10-12 00:00:00,NY-KW-2508-018,南宁江南分仓,6537.5,0,2127.1,10.1,4400.299999999999,3,冷藏库,批发出库,0
2025-10-13 00:00:00,NY-KW-2508-018,广州黄埔仓,4400.299999999999,0,1797.4,44.8,2558.099999999999,4,冷藏库,门店补货,1
2025-09-20 00:00:00,NY-KW-2508-019,广州黄埔仓,0,16100,2110.8,61.1,13928.1,0,暂存区,门店补货,0
2025-09-21 00:00:00,NY-KW-2508-019,广州黄埔仓,13928.1,0,3358.1,182.5,10387.5,1,前置仓,批发出库,0
2025-09-22 00:00:00,NY-KW-2508-019,深圳龙岗前置仓,10387.5,0,1659.9,74.7,8652.9,2,暂存区,仓间调拨,0
2025-09-23 00:00:00,NY-KW-2508-019,南宁江南分仓,8652.9,0,3054.6,66.5,5531.799999999999,3,暂存区,仓间调拨,0
2025-09-24 00:00:00,NY-KW-2508-019,深圳龙岗前置仓,5531.799999999999,0,2210.1,37.9,3283.799999999999,4,暂存区,仓间调拨,0
2025-09-25 00:00:00,NY-KW-2508-019,广州黄埔仓,3283.799999999999,0,1770.2,24.9,1488.699999999999,5,前置仓,门店补货,0
2025-09-26 00:00:00,NY-KW-2508-019,广州黄埔仓,1488.699999999999,0,1474.3,14.4,0,6,前置仓,门店补货,0
2025-09-27 00:00:00,NY-KW-2508-019,南宁江南分仓,0,0,0,0,0,7,暂存区,未分配,0
2025-09-28 00:00:00,NY-KW-2508-019,广州黄埔仓,0,0,0,0,0,8,暂存区,仓间调拨,1
2025-09-18 00:00:00,NY-KW-2508-020,深圳龙岗前置仓,0,19500,3940.2,109.5,15450.3,0,冷藏库,门店补货,0
2025-09-19 00:00:00,NY-KW-2508-020,南宁江南分仓,15450.3,0,4619.6,36.6,10794.1,1,前置仓,批发出库,0
2025-09-20 00:00:00,NY-KW-2508-020,南宁江南分仓,10794.1,0,4892.7,13.6,5887.799999999998,2,前置仓,门店补货,0
2025-09-21 00:00:00,NY-KW-2508-020,广州黄埔仓,5887.799999999998,0,3459.3,79.8,2348.699999999998,3,冷藏库,电商发货,0
2025-09-22 00:00:00,NY-KW-2508-020,广州黄埔仓,2348.699999999998,0,2346.1,2.6,0,4,暂存区,电商发货,0
2025-09-23 00:00:00,NY-KW-2508-020,深圳龙岗前置仓,0,0,0,0,0,5,暂存区,电商发货,1
2025-08-28 00:00:00,NY-KW-2508-021,南宁江南分仓,0,14800,3156.7,192.8,11450.5,0,前置仓,未分配,0
2025-08-29 00:00:00,NY-KW-2508-021,深圳龙岗前置仓,11450.5,0,3252.8,131.1,8066.6,1,暂存区,门店补货,0
2025-08-30 00:00:00,NY-KW-2508-021,南宁江南分仓,8066.6,0,3342.9,83.3,4640.400000000001,2,冷藏库,未分配,0
2025-08-31 00:00:00,NY-KW-2508-021,广州黄埔仓,4640.400000000001,0,3595.1,46.5,998.8000000000006,3,冷藏库,门店补货,0
2025-09-01 00:00:00,NY-KW-2508-021,深圳龙岗前置仓,998.8000000000006,0,988.2,10.6,0,4,前置仓,电商发货,0
2025-09-02 00:00:00,NY-KW-2508-021,深圳龙岗前置仓,0,0,0,0,0,5,暂存区,门店补货,0
2025-09-03 00:00:00,NY-KW-2508-021,南宁江南分仓,0,0,0,0,0,6,暂存区,门店补货,0
2025-09-04 00:00:00,NY-KW-2508-021,深圳龙岗前置仓,0,0,0,0,0,7,暂存区,电商发货,1
2025-09-08 00:00:00,NY-KW-2508-022,南宁江南分仓,0,14000,2479,89.4,11431.6,0,暂存区,批发出库,0
2025-09-09 00:00:00,NY-KW-2508-022,广州黄埔仓,11431.6,0,1674.7,142.1,9614.8,1,暂存区,仓间调拨,0
2025-09-10 00:00:00,NY-KW-2508-022,广州黄埔仓,9614.8,0,2276.1,97.6,7241.099999999999,2,暂存区,门店补货,0
2025-09-11 00:00:00,NY-KW-2508-022,南宁江南分仓,7241.099999999999,0,1995.5,49.5,5196.099999999999,3,前置仓,仓间调拨,0
2025-09-12 00:00:00,NY-KW-2508-022,深圳龙岗前置仓,5196.099999999999,0,2350.8,63.8,2781.499999999998,4,冷藏库,未分配,1
2025-09-11 00:00:00,NY-KW-2508-023,深圳龙岗前置仓,0,17700,4216.7,137.3,13346,0,暂存区,门店补货,0
2025-09-12 00:00:00,NY-KW-2508-023,南宁江南分仓,13346,0,4589.3,127.3,8629.400000000001,1,冷藏库,仓间调拨,0
2025-09-13 00:00:00,NY-KW-2508-023,深圳龙岗前置仓,8629.400000000001,0,2529.6,45.1,6054.700000000001,2,前置仓,门店补货,0
2025-09-14 00:00:00,NY-KW-2508-023,南宁江南分仓,6054.700000000001,0,3522.3,77.1,2455.300000000001,3,暂存区,门店补货,0
2025-09-15 00:00:00,NY-KW-2508-023,深圳龙岗前置仓,2455.300000000001,0,2434.8,20.5,0,4,前置仓,门店补货,0
2025-09-16 00:00:00,NY-KW-2508-023,南宁江南分仓,0,0,0,0,0,5,冷藏库,门店补货,0
2025-09-17 00:00:00,NY-KW-2508-023,广州黄埔仓,0,0,0,0,0,6,暂存区,门店补货,0
2025-09-18 00:00:00,NY-KW-2508-023,广州黄埔仓,0,0,0,0,0,7,前置仓,批发出库,1
2025-09-21 00:00:00,NY-KW-2508-024,广州黄埔仓,0,9000,1268.2,10.3,7721.5,0,冷藏库,仓间调拨,0
2025-09-22 00:00:00,NY-KW-2508-024,深圳龙岗前置仓,7721.5,0,2315.5,39.1,5366.9,1,前置仓,电商发货,0
2025-09-23 00:00:00,NY-KW-2508-024,深圳龙岗前置仓,5366.9,0,1901.6,54.4,3410.9,2,冷藏库,电商发货,0
2025-09-24 00:00:00,NY-KW-2508-024,广州黄埔仓,3410.9,0,1058.8,34.8,2317.299999999999,3,冷藏库,门店补货,0
2025-09-25 00:00:00,NY-KW-2508-024,广州黄埔仓,2317.299999999999,0,1040.5,22.9,1253.899999999999,4,前置仓,仓间调拨,0
2025-09-26 00:00:00,NY-KW-2508-024,南宁江南分仓,1253.899999999999,0,932.1,15.7,306.0999999999992,5,前置仓,仓间调拨,0
2025-09-27 00:00:00,NY-KW-2508-024,广州黄埔仓,306.0999999999992,0,302.2,3.9,0,6,暂存区,门店补货,0
2025-09-28 00:00:00,NY-KW-2508-024,南宁江南分仓,0,0,0,0,0,7,前置仓,批发出库,1
2025-10-16 00:00:00,NY-KW-2508-025,深圳龙岗前置仓,0,16300,3094,216.4,12989.6,0,前置仓,未分配,0
2025-10-17 00:00:00,NY-KW-2508-025,深圳龙岗前置仓,12989.6,0,2501.4,101.4,10386.8,1,冷藏库,电商发货,0
2025-10-18 00:00:00,NY-KW-2508-025,深圳龙岗前置仓,10386.8,0,3462.4,21.5,6902.900000000001,2,前置仓,批发出库,0
2025-10-19 00:00:00,NY-KW-2508-025,南宁江南分仓,6902.900000000001,0,2656.9,62.5,4183.500000000002,3,前置仓,批发出库,0
2025-10-20 00:00:00,NY-KW-2508-025,南宁江南分仓,4183.500000000002,0,2292.8,44.2,1846.500000000002,4,暂存区,未分配,0
2025-10-21 00:00:00,NY-KW-2508-025,广州黄埔仓,1846.500000000002,0,1826.1,20.4,0,5,暂存区,门店补货,0
2025-10-22 00:00:00,NY-KW-2508-025,广州黄埔仓,0,0,0,0,0,6,前置仓,门店补货,0
2025-10-23 00:00:00,NY-KW-2508-025,深圳龙岗前置仓,0,0,0,0,0,7,冷藏库,批发出库,0
2025-10-24 00:00:00,NY-KW-2508-025,广州黄埔仓,0,0,0,0,0,8,暂存区,未分配,1
2025-09-04 00:00:00,NY-KW-2508-026,深圳龙岗前置仓,0,16900,2275.3,182.9,14441.8,0,暂存区,电商发货,0
2025-09-05 00:00:00,NY-KW-2508-026,南宁江南分仓,14441.8,0,2927.2,194.3,11320.3,1,前置仓,未分配,0
2025-09-06 00:00:00,NY-KW-2508-026,南宁江南分仓,11320.3,0,2617.1,36,8667.200000000003,2,冷藏库,批发出库,0
2025-09-07 00:00:00,NY-KW-2508-026,南宁江南分仓,8667.200000000003,0,3281.6,35.9,5349.700000000003,3,暂存区,仓间调拨,0
2025-09-08 00:00:00,NY-KW-2508-026,广州黄埔仓,5349.700000000003,0,1842.3,39.1,3468.300000000002,4,暂存区,电商发货,0
2025-09-09 00:00:00,NY-KW-2508-026,南宁江南分仓,3468.300000000002,0,2712.6,19,736.7000000000025,5,前置仓,仓间调拨,0
2025-09-10 00:00:00,NY-KW-2508-026,广州黄埔仓,736.7000000000025,0,735.4,1.3,0,6,暂存区,未分配,1
2025-09-06 00:00:00,NY-KW-2508-027,深圳龙岗前置仓,0,20200,2091,247.5,17861.5,0,冷藏库,仓间调拨,0
2025-09-07 00:00:00,NY-KW-2508-027,广州黄埔仓,17861.5,0,3495.1,171.2,14195.2,1,暂存区,未分配,0
2025-09-08 00:00:00,NY-KW-2508-027,广州黄埔仓,14195.2,0,4522,109.6,9563.599999999999,2,前置仓,电商发货,0
2025-09-09 00:00:00,NY-KW-2508-027,广州黄埔仓,9563.599999999999,0,3322.4,123.1,6118.099999999999,3,前置仓,批发出库,0
2025-09-10 00:00:00,NY-KW-2508-027,广州黄埔仓,6118.099999999999,0,3181.4,49.7,2886.999999999999,4,前置仓,电商发货,0
2025-09-11 00:00:00,NY-KW-2508-027,南宁江南分仓,2886.999999999999,0,2178.4,29.4,679.1999999999986,5,冷藏库,仓间调拨,0
2025-09-12 00:00:00,NY-KW-2508-027,广州黄埔仓,679.1999999999986,0,670.2,9,0,6,暂存区,批发出库,1
2025-09-26 00:00:00,NY-KW-2508-028,深圳龙岗前置仓,0,16600,2675.6,226.1,13698.3,0,冷藏库,仓间调拨,0
2025-09-27 00:00:00,NY-KW-2508-028,深圳龙岗前置仓,13698.3,0,3557.5,91.9,10048.9,1,暂存区,未分配,0
2025-09-28 00:00:00,NY-KW-2508-028,广州黄埔仓,10048.9,0,4097,108.4,5843.5,2,前置仓,未分配,0
2025-09-29 00:00:00,NY-KW-2508-028,南宁江南分仓,5843.5,0,1963,68.1,3812.4,3,暂存区,批发出库,0
