aggregation_level,instrument_name,valuation_state,valuation_timestamp_utc,quantity,contract_multiplier,unit_delta,unit_gamma,unit_vega_decimal,unit_vega_1vol,unit_theta_year,unit_theta_day,unit_vanna,unit_volga,position_delta,position_gamma,position_vega_decimal,position_vega_1vol,position_theta_year,position_theta_day,position_vanna,position_volga
INSTRUMENT,BTC-30OCT26-78000-P,t0,2026-08-08T17:23:35.969048Z,-1.0,1.0,-0.17625584300431046,2.3439624957560556e-05,8015.321156115014,80.15321156115014,-10612.209243754985,-29.07454587330133,2.5772306874098015e-05,22957.952302017376,0.17625584300431046,-2.3439624957560556e-05,-8015.321156115014,-80.15321156115014,10612.209243754985,29.07454587330133,-2.5772306874098015e-05,-22957.952302017376
INSTRUMENT,BTC-30OCT26-78000-P,t1,2026-08-09T17:23:35.969048Z,0.0,1.0,-0.25603325266251803,3.331836894745208e-05,10642.575210890289,106.42575210890288,-12266.72223104875,-33.60745816725685,2.6444926747038915e-05,18964.792257208337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INSTRUMENT,ETH-14AUG26-1920-C,t0,2026-08-08T17:23:35.969048Z,-48.0,1.0,0.5222069278422244,0.00459883767507439,94.88577448894299,0.9488577448894299,-9095.010973089877,-24.91783828243802,-4.884640850531402e-05,0.15437062753627226,-25.06593253642677,-0.22074420840357073,-4554.517175469264,-45.54517175469263,436560.5267083141,1196.0562375570248,0.002344627608255073,-7.409790121741068
INSTRUMENT,ETH-14AUG26-1920-C,t1,2026-08-09T17:23:35.969048Z,-40.0,1.0,0.08973386306903308,0.0018721050503896282,32.71437278923674,0.3271437278923674,-4948.664120013014,-13.557983890446614,0.002603285754452884,142.45231463170393,-3.5893545227613233,-0.07488420201558513,-1308.5749115694696,-13.085749115694696,197946.56480052057,542.3193556178646,-0.10413143017811537,-5698.092585268158
INSTRUMENT,ETH-14AUG26-1920-P,t0,2026-08-08T17:23:35.969048Z,40.0,1.0,-0.5222069278422244,0.00459883767507439,94.88577448894299,0.9488577448894299,-9018.258163118591,-24.707556611283813,-4.884640850531402e-05,0.15437062753627226,-20.88827711368898,0.1839535070029756,3795.430979557719,37.954309795577196,-360730.32652474364,-988.3022644513526,-0.0019538563402125607,6.174825101450891
INSTRUMENT,ETH-14AUG26-1920-P,t1,2026-08-09T17:23:35.969048Z,24.0,1.0,-0.08973386306903308,0.0018721050503896282,32.71437278923674,0.3271437278923674,-4871.902898313974,-13.347679173462943,0.002603285754452884,142.45231463170393,-2.153612713656794,0.04493052120935108,785.1449469416818,7.851449469416817,-116925.66955953538,-320.34430016311063,0.06247885810686922,3418.8555511608943
INSTRUMENT,ETH-25SEP26-1700-C,t0,2026-08-08T17:23:35.969048Z,32.0,1.0,0.7865613075166722,0.0008337756541280234,201.9313691538392,2.0193136915383922,-1127.0407359501155,-3.0877828382194945,-0.0005110682728000153,195.59489595804496,25.16996184053351,0.026680820932096748,6461.803812922854,64.61803812922855,-36065.303550403696,-98.80905082302382,-0.01635418472960049,6259.036670657439
INSTRUMENT,ETH-25SEP26-1700-C,t1,2026-08-09T17:23:35.969048Z,42.0,1.0,0.6563438280129721,0.0010244138636310682,236.21722178943645,2.3621722178943645,-1487.0117438551072,-4.074004777685225,-0.00020757655313226358,34.44394239203707,27.566440776544827,0.04302538227250487,9921.12331515633,99.2112331515633,-62454.493241914504,-171.10820066277944,-0.00871821523155507,1446.645580465557
INSTRUMENT,ETH-25SEP26-1700-P,t0,2026-08-08T17:23:35.969048Z,-36.0,1.0,-0.7865613075166722,0.0008337756541280234,201.9313691538392,2.0193136915383922,-1059.3945940223944,-2.902450942527108,-0.0005110682728000153,195.59489595804496,28.3162070706002,-0.030015923548608842,-7269.529289538211,-72.69529289538212,38138.2053848062,104.48823393097588,0.01839845782080055,-7041.416254489619
INSTRUMENT,ETH-25SEP26-1700-P,t1,2026-08-09T17:23:35.969048Z,-36.0,1.0,-0.6563438280129721,0.0010244138636310682,236.21722178943645,2.3621722178943645,-1419.3581882453366,-3.888652570535169,-0.00020757655313226358,34.44394239203707,23.628377808466993,-0.03687889909071845,-8503.819984419712,-85.03819984419712,51096.894776832116,139.9914925392661,0.007472755912761489,-1239.9819261133346
INSTRUMENT,ETH-25SEP26-2100-C,t0,2026-08-08T17:23:35.969048Z,-44.0,1.0,0.34334538084631433,0.0011200812095657473,255.2476608381956,2.552476608381956,-1305.368545943916,-3.576352180668263,0.0006431657440020091,124.958061930428,-15.10719675723783,-0.049283573220892885,-11230.897076880607,-112.30897076880606,57436.2160215323,157.35949594940357,-0.028299292736088402,-5498.154724938832
INSTRUMENT,ETH-25SEP26-2100-C,t1,2026-08-09T17:23:35.969048Z,12.0,1.0,0.2300618313100291,0.0009295849670110978,194.9923000783092,1.949923000783092,-1102.0894298772785,-3.0194230955541874,0.0008556527507867487,260.5526285543106,2.7607419757203493,0.011155019604133174,2339.9076009397104,23.399076009397106,-13225.073158527342,-36.233077146650245,0.010267833009440983,3126.6315426517276
INSTRUMENT,ETH-25SEP26-2100-P,t0,2026-08-08T17:23:35.969048Z,28.0,1.0,-0.34334538084631433,0.0011200812095657473,255.2476608381956,2.552476608381956,-1221.805664739084,-3.3474127801070797,0.0006431657440020091,124.958061930428,-9.613670663696801,0.03136227386784093,7146.934503469477,71.46934503469477,-34210.55861269435,-93.72755784299824,0.018008640832056257,3498.825734051984
INSTRUMENT,ETH-25SEP26-2100-P,t1,2026-08-09T17:23:35.969048Z,28.0,1.0,-0.2300618313100291,0.0009295849670110978,194.9923000783092,1.949923000783092,-1018.5173905946207,-2.790458604368824,0.0008556527507867487,260.5526285543106,-6.441731276680815,0.02602837907631074,5459.784402192658,54.597844021926576,-28518.48693664938,-78.13284092232708,0.023958277022028962,7295.4735995206975
INSTRUMENT,ETH-30OCT26-1500-C,t0,2026-08-08T17:23:35.969048Z,24.0,1.0,0.8626998745723211,0.00042666138704553386,200.8019779979044,2.008019779979044,-572.3619937592462,-1.568115051395195,-0.00035184325716798153,321.27851701108557,20.704796989735705,0.010239873289092812,4819.247471949706,48.192474719497056,-13736.687850221908,-37.63476123348468,-0.008444238172031557,7710.684408266054
INSTRUMENT,ETH-30OCT26-1500-C,t1,2026-08-09T17:23:35.969048Z,24.0,1.0,0.7860682232881995,0.0005530559932081737,247.5280453948117,2.475280453948117,-766.9699877047983,-2.101287637547393,-0.000276343515072822,158.15207058590426,18.865637358916786,0.013273343836996169,5940.673089475481,59.40673089475481,-18407.27970491516,-50.43090330113743,-0.006632244361747728,3795.649694061702
INSTRUMENT,ETH-30OCT26-1500-P,t0,2026-08-08T17:23:35.969048Z,-30.0,1.0,-0.8626998745723211,0.00042666138704553386,200.8019779979044,2.008019779979044,-512.9027223695973,-1.4052129379988967,-0.00035184325716798153,321.27851701108557,25.880996237169633,-0.012799841611366016,-6024.059339937132,-60.24059339937132,15387.081671087919,42.1563881399669,0.010555297715039446,-9638.355510332567
INSTRUMENT,ETH-30OCT26-1500-P,t1,2026-08-09T17:23:35.969048Z,-16.0,1.0,-0.7860682232881995,0.0005530559932081737,247.5280453948117,2.475280453948117,-707.5041998735549,-1.9383676708864517,-0.000276343515072822,158.15207058590426,12.577091572611192,-0.008848895891330779,-3960.448726316987,-39.60448726316987,11320.067197976878,31.013882734183227,0.004421496241165152,-2530.433129374468
INSTRUMENT,ETH-30OCT26-2300-C,t0,2026-08-08T17:23:35.969048Z,0.0,1.0,0.27670254201892297,0.0007270889800517808,305.9751494509883,3.0597514945098827,-733.8888337614219,-2.0106543390723886,0.000605082445129482,299.72520385629883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INSTRUMENT,ETH-30OCT26-2300-C,t1,2026-08-09T17:23:35.969048Z,28.0,1.0,0.19839255268581846,0.0006320626152697034,236.70341892918654,2.3670341892918656,-593.3086637602161,-1.6255031883841535,0.0006906528364831816,422.4442465483432,5.554991475202916,0.017697753227551696,6627.6957300172235,66.27695730017224,-16612.64258528605,-45.5140892747563,0.019338279421529086,11828.43890335361
INSTRUMENT,ETH-30OCT26-2300-P,t0,2026-08-08T17:23:35.969048Z,36.0,1.0,-0.27670254201892297,0.0007270889800517808,305.9751494509883,3.0597514945098827,-642.7179509639602,-1.7608710985313978,0.000605082445129482,299.72520385629883,-9.961291512681226,0.02617520328186411,11015.105380235578,110.15105380235578,-23137.846234702567,-63.39135954713032,0.021782968024661353,10790.107338826758
INSTRUMENT,ETH-30OCT26-2300-P,t1,2026-08-09T17:23:35.969048Z,-12.0,1.0,-0.19839255268581846,0.0006320626152697034,236.70341892918654,2.3670341892918656,-502.12778908564275,-1.3756925728373774,0.0006906528364831816,422.4442465483432,2.3807106322298215,-0.0075847513832364415,-2840.4410271502384,-28.404410271502385,6025.533469027713,16.50831087404853,-0.008287834037798179,-5069.330958580118
PORTFOLIO,__PORTFOLIO__,t0,2026-08-08T17:23:35.969048Z,,,,,,,,,,,18.56483970673161,-0.034323419969135543,11010.665065543477,110.10665065543485,-50328.34990297828,-137.88589014514645,0.01604908509753048,20450.358134940947
PORTFOLIO,__PORTFOLIO__,t1,2026-08-09T17:23:35.969048Z,,,,,,,,,,,84.09058410530514,0.028069759277140643,51747.06081724139,517.4706081724141,-76530.45772089965,-209.67248690657433,0.0002167512811365735,80644.8731226082
