aggregation_level,instrument_name,beginning_market_value_usd,ending_market_value_usd,trade_cashflow_usd,fees_usd,carry_actual_pnl_usd,trade_to_t1_pnl_usd,total_pnl_usd,delta_pnl_usd,gamma_pnl_usd,vega_pnl_usd,theta_pnl_usd,vanna_pnl_usd,volga_pnl_usd,explained_pnl_usd,residual_pnl_usd
INSTRUMENT,ETH-14AUG26-1920-C,-1726.9987721337584,-141.15688303458796,-322.3731041316348,0.5799837543082539,1557.6105124922528,-294.1417275247172,1262.8888012132275,3130.981873235188,-1722.077513851023,-296.444156244214,1196.0562375570248,-0.019062116119721677,-0.0156955670368288,2308.4816830138193,-750.8711705215665
INSTRUMENT,ETH-14AUG26-1920-P,1324.3756147301065,3018.7035492445393,513.8577385152813,0.25692886925764064,3706.7969673441257,-1498.6112943144117,2207.9287441604565,2609.1515610293236,1435.0645948758524,247.0367968701783,-988.3022644513525,0.01588509676643473,0.013079639197357336,3302.979653059965,403.8173142841606
INSTRUMENT,ETH-25SEP26-1700-C,8860.947898729268,8309.37990976731,-2852.117604903483,1.4260588024517415,-2529.991777001793,-873.693816863647,-3405.1116526678916,-3143.9761580067648,208.14336244894332,365.3258321296331,-98.80905082302382,0.1154920791476844,10.003010581924503,-2659.19751159014,129.20573458834724
INSTRUMENT,ETH-25SEP26-1700-P,-1669.2541210194497,-3326.440285736928,0.0,0.0,-1657.1861647174785,0.0,-1657.1861647174785,-3536.9731777576108,-234.16128275506125,-410.99156114583724,104.4882339309759,-0.12992858904114493,-11.253386904665067,-4089.021103221239,2431.834938503761
INSTRUMENT,ETH-25SEP26-2100-C,-3026.3432564071413,481.0455528109635,-3967.2608870355434,1.9836304435177718,1262.5095627669418,-1722.3816405843802,-461.85570826095613,1887.0376808670637,-384.47275178684697,-401.18098724941285,157.35949594940357,0.12626941371417283,-3.5078317335926776,1255.361875460329,7.147687306612852
INSTRUMENT,ETH-25SEP26-2100-P,6612.551642914226,9313.02292108602,0.0,0.0,2700.4712781717944,0.0,2700.4712781717935,1200.842160551768,244.66447840981172,255.29699188599002,-93.72755784299822,-0.08035326327265545,2.232256557740795,1609.2279762990397,1091.2433018727547
INSTRUMENT,ETH-30OCT26-1500-C,11418.536992205027,9230.57717421596,0.0,0.0,-2187.9598179890672,0.0,-2187.9598179890672,-2586.2330862683384,79.88366110875144,274.4258102231025,-37.63476123348468,0.060062428486111735,12.501277231041566,-2256.997036510442,69.0372185213746
INSTRUMENT,ETH-30OCT26-1500-P,-1216.9247824929346,-1191.5508486413673,-584.9351787849364,0.2924675893924682,-1017.2330587096292,457.67181377626,-559.8537125227616,-3232.7913578354232,-99.85457638593931,-343.032262778878,42.1563881399669,-0.07507803560763968,-15.626596538801959,-3649.2234834346827,2631.9904247250533
INSTRUMENT,ETH-30OCT26-2300-C,0.0,1220.0368431097563,-2014.3476971483071,1.0071738485741535,0.0,-794.3108540385508,-795.3180278871249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INSTRUMENT,ETH-30OCT26-2300-P,15387.396858122469,-6315.773535133328,19901.033269838394,9.950516634919197,3559.923747277515,-5362.060870694918,-1812.0876400523232,1244.2634286552852,204.19892018081387,168.68182349670286,-63.39135954713032,-0.041667109280870876,1.265187903826737,1554.9763335802174,2004.9474136972974
PORTFOLIO,__PORTFOLIO__,-10994.778164567364,24570.19880706378,-35032.022751570046,41.08444807806295,18682.648266924647,-18149.694046863548,491.86977198303725,-6676.849374703175,1022.6293047927385,-413.3527151026811,-137.88589014514596,-0.03192182200716867,13.021883300745513,-6192.468713679527,24875.116980604173
